category,output_class,precision,recall,f1-score,support
military,macro avg,0.6763920167740933,0.8525608937420208,0.730951283724479,5206.0
military,weighted avg,0.9734721864255945,0.9537072608528621,0.9613722860316518,5206.0
water,0,0.9883622513753703,0.9567800081933634,0.9723147377185679,4882.0
water,1,0.5604166666666667,0.8302469135802469,0.6691542288557214,324.0
water,macro avg,0.7743894590210185,0.8935134608868052,0.8207344832871446,5206.0
water,weighted avg,0.9617286806021047,0.948905109489051,0.9534472761604499,5206.0
food,0,0.9780682321665928,0.9564558058925476,0.9671412924424972,4616.0
food,1,0.7095375722543352,0.8322033898305085,0.765990639625585,590.0
food,macro avg,0.8438029022104641,0.894329597861528,0.8665659660340411,5206.0
food,weighted avg,0.9476354451231367,0.9423741836342682,0.9443447336330507,5206.0
shelter,0,0.9765122978063372,0.9330933728562354,0.9543092247726288,4723.0
shelter,1,0.5440115440115441,0.7805383022774327,0.641156462585034,483.0
shelter,macro avg,0.7602619209089406,0.856815837566834,0.7977328436788313,5206.0
shelter,weighted avg,0.9363859312902242,0.9189396849788706,0.9252556742277559,5206.0
clothing,0,0.9940417080436942,0.9781121751025992,0.9860126083530338,5117.0
clothing,1,0.34502923976608185,0.6629213483146067,0.45384615384615384,89.0
clothing,macro avg,0.669535473904888,0.8205167617086029,0.7199293810995938,5206.0
clothing,weighted avg,0.9829464122932702,0.9727237802535535,0.9769148721926204,5206.0
money,0,0.9934919666463291,0.9585949764521193,0.9757315489863178,5096.0
money,1,0.2698961937716263,0.7090909090909091,0.39097744360902253,110.0
money,macro avg,0.6316940802089777,0.8338429427715142,0.6833544962976701,5206.0
money,weighted avg,0.9782027743650735,0.9533230887437572,0.9633760069979386,5206.0
missing_people,0,0.9938308457711443,0.9674544750096862,0.9804652989103759,5162.0
missing_people,1,0.0718232044198895,0.29545454545454547,0.11555555555555555,44.0
missing_people,macro avg,0.5328270250955169,0.6314545102321159,0.5480104272329658,5206.0
missing_people,weighted avg,0.9860382341269923,0.9617748751440646,0.9731552665039964,5206.0
refugees,0,0.9877894736842106,0.9302141157811261,0.9581376352869103,5044.0
refugees,1,0.22807017543859648,0.6419753086419753,0.3365695792880259,162.0
refugees,macro avg,0.6079298245614035,0.7860947122115507,0.6473536072874682,5206.0
refugees,weighted avg,0.9641485735083001,0.9212447176334998,0.93879571729386,5206.0
death,0,0.987251828631139,0.951651893634166,0.9691250384654836,4964.0
death,1,0.42992874109263657,0.7479338842975206,0.5460030165912518,242.0
death,macro avg,0.7085902848618878,0.8497928889658433,0.7575640275283677,5206.0
death,weighted avg,0.9613447623260453,0.9421820975797157,0.9494562852396743,5206.0
other_aid,0,0.9293632379479247,0.7970373645810302,0.858129016900738,4523.0
other_aid,1,0.3082140165787491,0.5988286969253295,0.40696517412935324,683.0
other_aid,macro avg,0.6187886272633369,0.6979330307531799,0.6325470955150456,5206.0
other_aid,weighted avg,0.8478717054478966,0.7710334229734921,0.7989386779432167,5206.0
infrastructure_related,0,0.9630588235294117,0.8432220848784507,0.8991652021089631,4854.0
infrastructure_related,1,0.20397489539748953,0.5539772727272727,0.2981651376146789,352.0
infrastructure_related,macro avg,0.5835168594634507,0.6985996788028617,0.5986651698618211,5206.0
infrastructure_related,weighted avg,0.9117339017655937,0.8236650019208606,0.85852900873555,5206.0
transport,0,0.9741228070175438,0.8953839951622656,0.9330952631026153,4961.0
transport,1,0.19659442724458204,0.5183673469387755,0.2850729517396184,245.0
transport,macro avg,0.585358617131063,0.7068756710505206,0.6090841074211168,5206.0
transport,weighted avg,0.9375314791181247,0.877641183250096,0.902598631084956,5206.0
buildings,0,0.9808889843246725,0.9290217612365264,0.9542510967202841,4917.0
buildings,1,0.36429872495446264,0.6920415224913494,0.477326968973747,289.0
buildings,macro avg,0.6725938546395676,0.8105316418639379,0.7157890328470156,5206.0
buildings,weighted avg,0.9466602895574826,0.9158663081060315,0.927775669728592,5206.0
electricity,0,0.9913533078624572,0.9691370159229409,0.9801192842942346,5087.0
electricity,1,0.3261802575107296,0.6386554621848739,0.4318181818181818,119.0
electricity,macro avg,0.6587667826865934,0.8038962390539074,0.7059687330562082,5206.0
electricity,weighted avg,0.976148622308893,0.9615827890895121,0.9675860858319507,5206.0
tools,0,0.9958718301552978,0.9783700270374662,0.9870433511933755,5178.0
tools,1,0.058823529411764705,0.25,0.09523809523809523,28.0
tools,macro avg,0.5273476797835313,0.6141850135187331,0.5411407232157354,5206.0
tools,weighted avg,0.9908320006468809,0.9744525547445255,0.9822468573080995,5206.0
hospitals,0,0.9946364719904648,0.9716669901028527,0.9830175714145479,5153.0
hospitals,1,0.1511627906976744,0.49056603773584906,0.2311111111111111,53.0
hospitals,macro avg,0.5728996313440696,0.731116513919351,0.6070643412628295,5206.0
hospitals,weighted avg,0.9860494368178722,0.9667691125624279,0.9753627419108826,5206.0
shops,0,0.9955252918287938,0.9878378378378379,0.9916666666666667,5180.0
shops,1,0.045454545454545456,0.11538461538461539,0.06521739130434782,26.0
shops,macro avg,0.5204899186416696,0.5516112266112266,0.5284420289855073,5206.0
shops,weighted avg,0.990780412957159,0.9834805993084902,0.9870397590294366,5206.0
aid_centers,0,0.9925478348439074,0.9572649572649573,0.9745871650351033,5148.0
aid_centers,1,0.08713692946058091,0.3620689655172414,0.14046822742474915,58.0
aid_centers,macro avg,0.5398423821522441,0.6596669613910994,0.5575276962299263,5206.0
aid_centers,weighted avg,0.9824606599472049,0.950633883980023,0.9652942533214268,5206.0
other_infrastructure,0,0.9730639730639731,0.8741681790683605,0.9209687699171447,4959.0
other_infrastructure,1,0.16910785619174434,0.5141700404858299,0.2545090180360721,247.0
other_infrastructure,macro avg,0.5710859146278587,0.6941691097770952,0.5877388939766084,5206.0
other_infrastructure,weighted avg,0.9349200697087212,0.857087975412985,0.889348416725707,5206.0
weather_related,0,0.9184944489574871,0.9084092126405999,0.9134239935370944,3734.0
weather_related,1,0.7739590218109715,0.795516304347826,0.7845896147403685,1472.0
weather_related,macro avg,0.8462267353842293,0.851962758494213,0.8490068041387314,5206.0
