category,output_class,precision,recall,f1-score,support
earthquake,1,0.9235294117647059,0.5958254269449715,0.7243367935409458,527.0
earthquake,macro avg,0.9398781460796403,0.7951343420255954,0.8496487529779113,5206.0
earthquake,weighted avg,0.9529169368740327,0.954091432961967,0.9495902158250649,5206.0
cold,0,0.9822736030828516,0.9994118800235248,0.9907686327859294,5101.0
cold,1,0.8125,0.12380952380952381,0.21487603305785125,105.0
cold,macro avg,0.8973868015414258,0.5616107019165243,0.6028223329218904,5206.0
cold,weighted avg,0.9788494332166012,0.9817518248175182,0.9751196272209182,5206.0
other_weather,0,0.9468515309069901,0.9991871570818939,0.9723156021356536,4921.0
other_weather,1,0.6923076923076923,0.031578947368421054,0.06040268456375839,285.0
other_weather,macro avg,0.8195796116073413,0.5153830522251575,0.516359143349706,5206.0
other_weather,weighted avg,0.9329166492318461,0.9462159047253169,0.9223933621225936,5206.0
direct_report,0,0.8857641159799433,0.9664605137963844,0.9243544534182687,4204.0
direct_report,1,0.7722132471728594,0.47704590818363274,0.5897594077729796,1002.0
direct_report,macro avg,0.8289886815764014,0.7217532109900086,0.7570569305956242,5206.0
direct_report,weighted avg,0.8639089545230285,0.8722627737226277,0.85995486914309,5206.0
